work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,remote_work_type,company_location,company_size,job_category
2022,MI,FT,Machine Learning Scientist,160000,USD,US,100,Fully remote,US,L,Machine Learning
2022,MI,FT,Machine Learning Scientist,112300,USD,US,100,Fully remote,US,L,Machine Learning
2022,MI,FT,Data Science Manager,241000,USD,US,100,Fully remote,US,M,Leadership (DS)
2022,MI,FT,Data Science Manager,159000,USD,US,100,Fully remote,US,M,Leadership (DS)
2022,SE,FT,Data Scientist,180000,USD,US,0,On-site only,US,M,Data Science
2022,SE,FT,Data Scientist,80000,USD,US,0,On-site only,US,M,Data Science
2022,MI,FT,Data Engineer,82900,USD,US,0,On-site only,US,M,Data Engineering
2022,SE,FT,Data Engineer,100800,USD,US,100,Fully remote,US,L,Data Engineering
2022,MI,FT,Data Engineer,45000,EUR,ES,100,Fully remote,ES,M,Data Engineering
2022,SE,FT,Data Scientist,140400,USD,US,0,On-site only,US,L,Data Science
2022,MI,FT,,,,GB,100,Fully remote,UK,M,
2022,MI,FT,,,,ES,100,Fully remote,ES,M,
2022,MI,FT,Data Analyst,30000,EUR,ES,100,Fully remote,ES,M,Data Analyst
2022,MI,FT,Data Engineer,80000,EUR,ES,100,Fully remote,ES,M,Data Engineering
2022,MI,FT,Data Engineer,70000,EUR,ES,100,Fully remote,ES,M,Data Engineering
2022,MI,FT,Data Engineer,80000,GBP,GB,100,Fully remote,UK,M,Data Engineering
2022,MI,FT,Data Engineer,70000,GBP,GB,100,Fully remote,UK,M,Data Engineering
2022,MI,FT,Data Engineer,60000,EUR,ES,100,Fully remote,ES,M,Data Engineering
2022,MI,FT,Data Engineer,80000,EUR,GR,100,Fully remote,GR,M,Data Engineering
2022,SE,FT,Machine Learning Engineer,189650,USD,US,0,On-site only,US,M,Machine Learning
2022,SE,FT,Machine Learning Engineer,164996,USD,US,0,On-site only,US,M,Machine Learning
2022,MI,FT,Data Analyst,40000,EUR,GR,100,Fully remote,GR,M,Data Analyst
2022,MI,FT,Data Analyst,30000,EUR,GR,100,Fully remote,GR,M,Data Analyst
2022,MI,FT,Data Engineer,75000,GBP,GB,100,Fully remote,UK,M,Data Engineering
2022,MI,FT,Data Engineer,60000,GBP,GB,100,Fully remote,UK,M,Data Engineering
2022,SE,FT,,,USD,US,0,On-site only,US,L,
2022,MI,FT,,,EUR,GR,100,Fully remote,GR,M,
2022,SE,FT,,,USD,US,100,Fully remote,US,L,
2022,SE,FT,Data Engineer,154600,USD,US,100,Fully remote,US,L,Data Engineering
2022,SE,FT,Data Engineer,180000,USD,US,100,Fully remote,US,M,Data Engineering
2022,EN,FT,ML Engineer,20000,EUR,PT,100,Fully remote,PT,L,Machine Learning
2022,SE,FT,Data Engineer,80000,USD,US,100,Fully remote,US,M,Data Engineering
2022,MI,FT,Machine Learning Developer,100000,CAD,CA,100,Fully remote,CA,M,Machine Learning
2022,EX,FT,Director of Data Science,250000,CAD,CA,50,Hybrid,CA,L,Leadership (DS)
2022,MI,FT,Machine Learning Engineer,120000,USD,US,100,Fully remote,US,S,Machine Learning
2022,EN,FT,Computer Vision Engineer,125000,USD,US,0,On-site only,US,M,Artificial Intelligence
2022,MI,FT,NLP Engineer,240000,CNY,US,50,Hybrid,US,L,Machine Learning
2022,SE,FT,Data Engineer,105000,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Lead Machine Learning Engineer,80000,EUR,DE,0,On-site only,DE,M,Machine Learning
2022,MI,FT,Business Data Analyst,1400000,INR,IN,100,Fully remote,IN,M,Data Analyst
2022,MI,FT,Data Scientist,2400000,INR,IN,100,Fully remote,IN,L,Data Science
2022,MI,FT,Machine Learning Infrastructure Engineer,53000,EUR,PT,50,Hybrid,PT,L,Machine Learning
2022,EN,FT,Financial Data Analyst,100000,USD,US,50,Hybrid,US,L,Data Analyst
2022,MI,PT,Data Engineer,50000,EUR,DE,50,Hybrid,DE,L,Data Engineering
2022,EN,FT,Data Scientist,1400000,INR,IN,100,Fully remote,IN,M,Data Science
2022,SE,FT,Principal Data Scientist,148000,EUR,DE,100,Fully remote,DE,M,Data Science
2022,EN,FT,Data Engineer,120000,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Research Scientist,144000,USD,US,50,Hybrid,US,L,Research
2022,SE,FT,Data Scientist,104890,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Engineer,100000,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Scientist,140000,USD,US,100,Fully remote,US,M,Data Science
2022,MI,FT,Data Analyst,135000,USD,US,100,Fully remote,US,M,Data Analyst
2022,MI,FT,Data Analyst,50000,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Scientist,220000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Scientist,140000,USD,US,100,Fully remote,US,M,Data Science
2022,MI,FT,Data Scientist,140000,GBP,GB,0,On-site only,UK,M,Data Science
2022,MI,FT,Data Scientist,70000,GBP,GB,0,On-site only,UK,M,Data Science
2022,SE,FT,Data Scientist,185100,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Machine Learning Engineer,220000,USD,US,100,Fully remote,US,M,Machine Learning
2022,MI,FT,Data Scientist,200000,USD,US,100,Fully remote,US,M,Data Science
2022,MI,FT,Data Scientist,120000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Machine Learning Engineer,120000,USD,AE,100,Fully remote,AE,S,Machine Learning
2022,SE,FT,Machine Learning Engineer,65000,USD,AE,100,,AE,S,Machine Learning
2022,EX,FT,Data Engineer,324000,USD,US,100,,US,M,Data Engineering
2022,EX,FT,Data Engineer,216000,USD,US,100,,US,M,Data Engineering
2022,SE,FT,Data Engineer,210000,USD,US,100,,US,M,Data Engineering
2022,SE,FT,Machine Learning Engineer,120000,USD,US,100,,US,M,Machine Learning
2022,SE,FT,Data Scientist,230000,USD,US,100,,US,M,Data Science
2022,EN,PT,Data Scientist,100000,USD,DZ,50,Hybrid,DZ,M,Data Science
2022,MI,FL,Data Scientist,100000,USD,CA,100,Fully remote,US,M,Data Science
2022,EN,CT,Applied Machine Learning Scientist,29000,EUR,TN,100,Fully remote,CZ,M,Machine Learning
2022,SE,FT,Head of Data,200000,USD,MY,100,Fully remote,US,M,Leadership (DS)
2022,MI,FT,Principal Data Analyst,75000,USD,CA,100,Fully remote,CA,S,Data Analyst
2022,MI,FT,Data Scientist,150000,PLN,PL,100,Fully remote,PL,L,Data Science
2022,SE,FT,Machine Learning Developer,100000,CAD,CA,100,Fully remote,CA,M,Machine Learning
2022,SE,FT,Data Scientist,100000,USD,BR,100,Fully remote,US,M,Data Science
2022,MI,FT,Machine Learning Scientist,153000,USD,US,50,Hybrid,US,M,Machine Learning
2022,EN,FT,Data Engineer,52800,EUR,PK,100,Fully remote,DE,M,Data Engineering
2022,SE,FT,Data Scientist,165000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Research Scientist,85000,EUR,FR,50,Hybrid,FR,L,Research
2022,EN,FT,Data Scientist,66500,CAD,CA,100,Fully remote,CA,L,Data Science
2022,SE,FT,Machine Learning Engineer,57000,EUR,NL,100,Fully remote,NL,L,Machine Learning
2022,MI,FT,Head of Data,30000,EUR,EE,100,Fully remote,EE,S,Leadership (DS)
2022,EN,FT,Data Scientist,40000,USD,JP,100,Fully remote,MY,L,Data Science
2022,MI,FT,Machine Learning Engineer,121000,AUD,AU,100,Fully remote,AU,L,Machine Learning
2022,SE,FT,Data Engineer,115000,USD,US,100,Fully remote,US,M,Data Engineering
2022,EN,FT,Data Scientist,120000,AUD,AU,50,Hybrid,AU,M,Data Science
2022,MI,FT,Applied Machine Learning Scientist,75000,USD,BO,100,Fully remote,US,L,Machine Learning
2022,MI,FT,Research Scientist,59000,EUR,AT,0,On-site only,AT,L,Research
2022,EN,FT,Research Scientist,120000,USD,US,100,Fully remote,US,L,Research
2022,MI,FT,Applied Data Scientist,157000,USD,US,100,Fully remote,US,L,Data Science
2022,EN,FT,Computer Vision Software Engineer,150000,USD,AU,100,Fully remote,AU,S,Artificial Intelligence
2022,MI,FT,Business Data Analyst,90000,CAD,CA,50,Hybrid,CA,L,Data Analyst
2022,EN,FT,Data Engineer,65000,USD,US,100,Fully remote,US,S,Data Engineering
2022,SE,FT,Machine Learning Engineer,65000,EUR,IE,100,Fully remote,IE,S,Machine Learning
2022,EN,FT,Data Analytics Engineer,20000,USD,PK,0,On-site only,PK,M,Data Engineering
2022,MI,FT,Data Scientist,48000,USD,RU,100,Fully remote,US,S,Data Science
2022,SE,FT,Data Science Manager,152500,USD,US,100,Fully remote,US,M,Leadership (DS)
2022,MI,FT,Data Engineer,62000,EUR,FR,100,Fully remote,FR,M,Data Engineering
2022,MI,FT,Data Scientist,115000,CHF,CH,0,On-site only,CH,L,Data Science
2022,SE,FT,Applied Data Scientist,380000,USD,US,100,Fully remote,US,L,Data Science
2022,MI,FT,Data Scientist,88000,CAD,CA,100,Fully remote,CA,M,Data Science
2022,EN,FT,Computer Vision Engineer,10000,USD,PT,100,Fully remote,LU,M,Artificial Intelligence
2022,MI,FT,Data Analyst,20000,USD,GR,100,Fully remote,GR,S,Data Analyst
2022,SE,FT,Data Analytics Lead,405000,USD,US,100,Fully remote,US,L,Data Analyst
2022,MI,FT,Data Scientist,135000,USD,US,100,Fully remote,US,L,Data Science
2022,SE,FT,Applied Data Scientist,177000,USD,US,100,Fully remote,US,L,Data Science
2022,MI,FT,Data Scientist,78000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Analyst,135000,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Analyst,100000,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Analyst,90320,USD,US,100,Fully remote,US,M,Data Analyst
2022,MI,FT,Data Analyst,85000,USD,CA,0,On-site only,CA,M,Data Analyst
2022,MI,FT,Data Analyst,75000,USD,CA,0,On-site only,CA,M,Data Analyst
2022,SE,FT,Machine Learning Engineer,214000,USD,US,100,Fully remote,US,M,Machine Learning
2022,SE,FT,Machine Learning Engineer,192600,USD,US,100,Fully remote,US,M,Machine Learning
2022,SE,FT,Data Architect,266400,USD,US,100,Fully remote,US,M,Data Architect
2022,SE,FT,Data Architect,213120,USD,US,100,Fully remote,US,M,Data Architect
2022,SE,FT,Data Analyst,112900,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Engineer,155000,USD,US,100,Fully remote,US,M,Data Engineering
2022,MI,FT,Data Scientist,141300,USD,US,0,On-site only,US,M,Data Science
2022,MI,FT,Data Scientist,102100,USD,US,0,On-site only,US,M,Data Science
2022,SE,FT,Data Analyst,115934,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Analyst,81666,USD,US,100,,US,M,Data Analyst
2022,MI,FT,Data Engineer,206699,USD,US,0,,US,M,Data Engineering
2022,MI,FT,Data Engineer,99100,USD,US,0,,US,M,Data Engineering
2022,SE,FT,Data Engineer,130000,USD,US,100,,US,M,Data Engineering
2022,SE,FT,Data Engineer,115000,USD,US,100,,US,M,Data Engineering
2022,SE,FT,Data Engineer,110500,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Engineer,130000,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Analyst,99050,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Engineer,160000,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Scientist,205300,USD,US,0,On-site only,US,L,Data Science
2022,SE,FT,Data Scientist,140400,USD,US,0,On-site only,US,L,Data Science
2022,SE,FT,Data Scientist,176000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Scientist,144000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Engineer,200100,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Engineer,160000,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Engineer,145000,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Engineer,70500,USD,US,0,On-site only,US,M,Data Engineering
2022,SE,FT,Data Scientist,205300,USD,US,0,On-site only,US,M,Data Science
2022,SE,FT,Data Scientist,140400,USD,US,0,On-site only,US,M,Data Science
2022,SE,FT,Analytics Engineer,205300,USD,US,0,On-site only,US,M,Data Engineering
2022,SE,FT,Analytics Engineer,184700,USD,US,0,On-site only,US,M,Data Engineering
2022,SE,FT,Data Engineer,175100,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Engineer,140250,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Analyst,116150,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Engineer,54000,USD,US,0,On-site only,US,M,Data Engineering
2022,SE,FT,Data Analyst,170000,USD,US,100,Fully remote,US,M,Data Analyst
2022,MI,FT,Data Analyst,50000,GBP,GB,0,On-site only,UK,M,Data Analyst
2022,SE,FT,Data Analyst,80000,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Scientist,140000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Scientist,210000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Scientist,140000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Analyst,100000,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Analyst,69000,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Scientist,210000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Scientist,140000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Scientist,210000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Analyst,150075,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Engineer,100000,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Engineer,25000,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Analyst,126500,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Analyst,106260,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Engineer,220110,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Engineer,160080,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Analyst,105000,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Analyst,110925,USD,US,100,Fully remote,US,M,Data Analyst
2022,MI,FT,Data Analyst,35000,GBP,GB,0,On-site only,UK,M,Data Analyst
2022,SE,FT,Data Scientist,140000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Analyst,99000,USD,US,0,On-site only,US,M,Data Analyst
2022,SE,FT,Data Analyst,60000,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Architect,192564,USD,US,100,Fully remote,US,M,Data Architect
2022,SE,FT,Data Architect,144854,USD,US,100,Fully remote,US,M,Data Architect
2022,SE,FT,Data Scientist,230000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Scientist,150000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Analytics Manager,150260,USD,US,100,Fully remote,US,M,Leadership (DA)
2022,SE,FT,Data Analytics Manager,109280,USD,US,100,Fully remote,US,M,Leadership (DA)
2022,SE,FT,Data Scientist,210000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Analyst,170000,USD,US,100,Fully remote,US,M,Data Analyst
2022,MI,FT,Data Scientist,160000,USD,US,100,Fully remote,US,M,Data Science
2022,MI,FT,Data Scientist,130000,USD,US,100,Fully remote,US,M,Data Science
2022,EN,FT,Data Analyst,67000,USD,CA,0,On-site only,CA,M,Data Analyst
2022,EN,FT,Data Analyst,52000,USD,CA,0,On-site only,CA,M,Data Analyst
2022,SE,FT,Data Engineer,154000,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Engineer,126000,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Analyst,129000,USD,US,0,On-site only,US,M,Data Analyst
2022,SE,FT,Data Analyst,150000,USD,US,100,Fully remote,US,M,Data Analyst
2022,MI,FT,AI Scientist,200000,USD,IN,100,Fully remote,US,L,Artificial Intelligence
2022,SE,FT,Data Analytics Manager,150260,USD,US,100,Fully remote,US,M,Leadership (DA)
2022,SE,FT,Data Analytics Manager,109280,USD,US,100,Fully remote,US,M,Leadership (DA)
2022,MI,FT,Data Scientist,130000,USD,US,100,Fully remote,US,M,Data Science
2022,EN,FT,Data Analyst,67000,USD,CA,0,On-site only,CA,M,Data Analyst
2022,SE,FT,Data Analyst,112900,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Engineer,155000,USD,US,100,Fully remote,US,M,Data Engineering
2022,MI,FT,Data Scientist,141300,USD,US,0,On-site only,US,M,Data Science
2022,MI,FT,Data Scientist,102100,USD,US,0,On-site only,US,M,Data Science
2022,SE,FT,Data Analyst,115934,USD,US,100,Fully remote,US,M,Data Analyst
2022,SE,FT,Data Analyst,81666,USD,US,100,,US,M,Data Analyst
2022,MI,FT,Data Engineer,206699,USD,US,0,,US,M,Data Engineering
2022,MI,FT,Data Engineer,99100,USD,US,0,,US,M,Data Engineering
2022,SE,FT,Data Engineer,130000,USD,US,100,,US,M,Data Engineering
2022,SE,FT,Data Engineer,115000,USD,US,100,,US,M,Data Engineering
2022,SE,FT,Data Engineer,110500,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Engineer,130000,USD,US,100,Fully remote,US,M,Data Engineering
2022,SE,FT,Data Analyst,99050,USD,US,100,Fully remote,US,M,Data Analyst
2022,MI,FT,Data Engineer,60000,GBP,GB,100,Fully remote,UK,M,Data Engineering
2022,MI,FT,Data Engineer,45000,GBP,GB,100,Fully remote,UK,M,Data Engineering
2022,SE,FT,Data Scientist,260000,USD,US,100,Fully remote,US,M,Data Science
2022,SE,FT,Data Science Engineer,60000,USD,AR,100,Fully remote,MX,L,Data Engineering
2022,MI,FT,Data Engineer,63900,USD,US,0,On-site only,US,M,Data Engineering
2022,MI,FT,Machine Learning Scientist,160000,USD,US,100,Fully remote,US,L,Machine Learning
